user_id,song_id,weight
703680,155818,527.5334586840202
801034,674816,533.753776098273
975852,181501,545.2382911698822
563786,589532,386.074660206362
680731,173540,572.749830123615
580347,467336,3753.0167619507865
510457,683627,2745.7187805156577
427619,139708,694.2059875795297
582638,111351,482.08207142852416
677984,222168,74.33085077453256
763494,116583,880.8013635040555
565110,776827,487.79336215815727
229032,576192,-152.10622022615544
789430,858686,-625.0018339234782
792900,697735,409.493424516652
806119,720021,167.9829470318458
185660,358492,1482.772362266939
703102,892846,2526.840312526657
886976,359964,154.36487459414695
228705,744225,1051.5773432005376
685281,168036,286.8994888621276
457281,676985,1538.531655191988
687507,79564,110.6423588658977
976288,853711,2134.5970346547833
834376,660710,1815.6931846136408
652344,412048,556.7619895161441
567610,695522,935.7423341861744
757732,561824,1446.5698716050333
880154,289302,1868.0513055696526
87420,368515,81.76569361630385
656073,500298,1356.180891862297
233136,230551,1303.0574119393577
23425,168259,716.8322140264067
267531,712748,1153.4665169097523
500785,600576,226.58385713397024
464862,681692,583.0799873019637
175764,731273,-319.6938329925201
485906,682351,4334.099267159011
564202,830738,919.0587255850276
39784,432562,-254.78654843903956
708871,945506,-11.162572979734762
960886,124092,2821.665705317775
617317,481574,1996.6104946994824
432054,232504,439.0898997133053
888088,178147,-102.94390508177705
827484,175115,1357.7600175328319
101403,810856,648.1176699867555
198599,930630,827.614653874076
184614,885751,234.09694437766177
168685,991132,1062.4614482519246
360936,181501,-334.0331200474863
594395,467336,1961.9438734193013
960230,944806,578.6415652796172
983077,453204,-17.221586226397164
914527,19394,247.6443806249507
134594,361613,2632.474781779355
257737,322436,-278.9650764580699
514611,742056,255.60454145584018
90287,46897,-294.2440361678458
960206,155818,18.495624796481536
196165,323222,-147.24546437797642
847891,545918,1203.1588062857627
927322,634974,1028.3266586436152
728367,610392,-149.70694396837314
138760,354754,-27.349397444763852
383577,43041,-36.20501641204146
756469,203088,1051.292574150525
263144,419839,521.1136476868296
688290,810856,601.4789764951968
229999,173540,823.589475745275
873523,71619,194.28257821271316
826268,477242,200.49162996339507
196767,405050,2709.3829010643576
956139,429815,629.4917988383637
853921,247498,740.1486870278475
642482,209007,882.5448569712892
192054,947232,630.9345442462402
991436,950081,4454.365615754295
402936,359220,994.2502138710508
73483,343176,-380.3700888638648
665395,696504,-352.1626392077786
94128,191805,1121.4127048744945
733443,784640,-147.9066145660862
